"","ResponseId","PROLIFIC_PID","Q_RecaptchaScore","Duration (in seconds)","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","attn","q13","q14","q15","q16","q17","q18","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40","q41","q42","q43","q44","q45","age","gid1","gid1_4_TEXT","gid2","race-eth-id_1","race-eth-id_2","race-eth-id_3","race-eth-id_4","race-eth-id_5","race-eth-id_6","race-eth-id_7","race-eth-id_8","race-eth-choice","ed","sud_hx"
"281","R_1EgJLBxVJbDCqc5","62b21265a3b5b67b0f8ae791",0.800000011920929,541,2,5,3,3,9,5,3,5,5,11,11,9,1,3,11,7,9,9,10,10,11,10,11,11,11,11,10,11,11,11,11,10,11,8,10,10,9,11,9,11,10,8,11,11,11,11,34,"Man",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"African","Bachelor’s Degree","No"
"282","R_2VyEVZiKKRGamxJ","6005c0af8593c40dcad4aecf",0.800000011920929,672,NA,5,1,1,7,3,3,4,5,10,11,9,1,3,7,7,7,10,11,10,11,7,7,10,9,7,9,9,8,11,10,10,11,7,7,9,7,9,7,11,8,7,8,11,7,10,31,"Prefer not to say",NA,"Prefer not to say",NA,NA,NA,NA,NA,NA,NA,"Prefer not to say",NA,"Bachelor’s Degree","No"
"283","R_1r9uZ1RMRDNwCn0","5b27d79e878ec200017b0eb3",1,355,2,5,5,4,11,4,3,2,4,10,8,9,1,2,10,8,9,8,8,7,11,8,10,10,10,8,10,10,10,10,10,10,10,7,10,9,8,9,7,10,10,10,11,10,10,8,41,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"284","R_4JzPpClq4nRpXVv","5c017d6a660cc40001b83167",0.899999976158142,350,4,5,4,4,11,4,4,3,5,11,8,10,1,3,11,9,8,7,9,8,11,8,10,11,9,9,10,11,11,8,7,10,8,8,10,9,7,10,7,9,9,8,11,10,8,10,24,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Master’s Degree","No"
"285","R_ZDzQiuqHraWskH7","6418a031215bd2d04d4d5242",0.899999976158142,351,4,5,5,5,11,5,4,4,5,11,7,10,1,3,11,10,9,9,10,9,11,9,9,11,10,10,10,9,10,11,10,10,11,8,9,9,9,10,9,9,9,8,9,11,8,11,28,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"American","Other option not represented here","No"
"286","R_1M4gFgmrZNfVLJ7","614ff5d9c6dc36af9c39da17",0.800000011920929,400,3,5,4,5,11,4,1,3,5,10,10,10,1,1,10,7,7,7,7,8,10,8,9,10,9,8,9,9,9,10,7,10,8,7,10,10,7,9,9,11,8,10,11,10,8,9,23,"Man",NA,"Yes","Asian or Asian American","Arab, Middle Eastern, or North African",NA,NA,"Indigenous, Aboriginal, or First Nations",NA,NA,NA,"mixed","Less than High School","No"
"287","R_3p8PCPz0LKZluK0","5e1830f02529b2116fa49e52",1,324,5,5,5,4,11,5,5,4,4,10,9,10,1,3,9,10,10,10,10,10,11,11,10,10,9,9,11,11,10,11,10,10,10,10,8,8,11,10,10,10,10,7,8,11,9,10,29,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"288","R_2uJtgpyJRMNkdtf","63d186666d82414915f77f8a",1,205,5,5,3,3,9,4,4,4,4,10,10,9,1,3,8,8,7,9,10,8,11,10,10,9,8,8,10,9,10,10,9,8,10,9,8,10,9,9,8,10,10,8,10,11,8,10,19,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"asian","High School","No"
"289","R_V4ihGph99raVMLD","6400d91626a7ff50dffaadd0",1,186,4,5,5,4,11,5,3,3,5,10,10,10,1,3,11,8,8,8,8,8,10,10,11,11,10,10,11,11,10,10,11,11,10,10,8,8,8,11,8,8,8,7,9,10,10,11,26,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"290","R_WuJCIXscOhRIKPv","652f045d4979ce934450569f",1,257,4,5,4,4,10,4,4,2,5,10,8,9,1,3,10,9,9,10,9,9,10,10,9,11,11,11,10,9,10,10,9,9,9,10,8,9,11,10,9,10,10,8,8,11,10,10,24,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"Vietnamese American","High School","No"
"291","R_2uvus5WnWH6AGAg","605bc8caf9e0b0f799baf6da",0.899999976158142,240,5,5,5,5,11,5,4,5,5,11,9,11,1,2,9,10,8,9,9,9,11,9,11,10,11,11,11,9,11,11,11,10,10,10,8,8,8,10,7,10,10,9,10,11,10,11,37,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","Prefer not to say"
"292","R_sX3fNr53nlJU3QJ","63619bf68269c27fa8aa56a1",0.800000011920929,897,5,5,5,5,11,5,5,5,5,11,9,11,1,5,11,11,11,11,9,11,9,11,10,11,11,10,10,11,11,11,11,11,11,10,9,8,9,10,9,9,9,11,9,10,9,11,31,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"293","R_3Dowrvcz3BBkcQf","65103f9905cb5a3c51a35c73",1,341,5,5,5,4,9,5,5,5,5,11,7,11,1,5,11,11,11,11,10,11,10,11,11,11,11,11,11,11,11,10,11,11,11,11,7,7,10,11,10,7,8,7,10,11,11,11,37,"Non-binary",NA,"No",NA,NA,"Black or African American",NA,NA,"White",NA,NA,"Multiracial","Master’s Degree","No"
"294","R_1o1rDLFpfb5LdXH","602aa0a1a6fada0e12b971e6",0.899999976158142,1185,2,5,4,4,9,4,2,5,5,11,11,10,1,4,10,10,8,11,10,8,11,9,10,10,10,10,10,10,11,11,10,10,11,8,8,8,10,10,8,8,10,8,10,11,11,10,30,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"295","R_DvFQzhK9PscApMt","5d1c006ac2696c0019647572",1,247,NA,2,3,3,10,3,4,2,4,10,10,10,1,2,8,8,8,9,8,9,10,8,10,9,NA,10,8,10,10,10,9,9,10,8,8,9,8,9,7,8,10,8,10,10,8,10,59,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Associate’s Degree","No"
"296","R_2f3YTOAfNOHDDeC","63d7a180e2bb16fb1975d2ee",0.899999976158142,359,5,5,5,5,11,5,4,4,5,11,8,10,1,5,10,10,10,11,8,11,11,11,8,10,8,8,11,11,11,10,10,7,8,10,8,8,10,11,8,10,10,8,8,11,8,8,32,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"297","R_41qFyaUJCIAc7Jv","607eba3149bb09e39019b9ae",0.899999976158142,254,3,5,3,3,9,3,3,3,4,10,10,10,1,3,10,7,8,9,9,8,10,9,8,10,9,9,10,10,11,10,9,9,9,8,8,10,9,9,7,10,10,8,10,10,7,10,33,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","Master’s Degree","No"
"298","R_2CjDtb6FnRsEgrj","61117e9ce535037e8dae26c5",0.800000011920929,221,5,5,3,3,10,4,4,4,4,10,8,9,1,4,10,8,11,10,10,10,11,10,11,11,10,10,11,11,9,11,10,10,10,10,9,7,10,10,10,9,8,7,8,10,10,NA,33,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"299","R_2fr2ZEghOvx2Kn7","5d54d5d907e8740018e56545",1,344,4,5,5,5,11,3,4,1,5,11,9,11,1,1,10,7,7,9,8,9,11,7,10,11,8,9,8,11,10,10,10,10,10,7,7,7,7,11,8,7,7,8,11,10,9,11,59,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Other option not represented here","Yes"
"300","R_1PcRXRQhqlLthzX","60fd3710bda785c338ac46fa",0.800000011920929,363,1,5,3,5,11,1,1,1,5,7,11,11,1,1,8,9,7,11,7,7,11,7,9,10,8,7,10,10,10,10,8,7,10,7,10,9,7,8,7,9,10,8,11,11,10,10,28,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Master’s Degree","No"
"301","R_7VZe1ay6DlmSi5P","62b84449705da4b5a61ffcf4",0.899999976158142,301,1,5,4,5,11,4,1,1,5,11,11,10,1,5,8,8,7,7,7,7,11,9,8,11,9,8,10,9,11,11,9,11,9,8,10,9,7,10,7,10,10,8,10,11,10,9,32,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"302","R_1kFjbMd3WLo4YKD","5ffc9b8e0cbe201153a2b381",0.899999976158142,472,3,3,4,2,10,3,3,2,3,9,9,8,1,2,10,7,8,8,8,8,10,7,7,10,7,8,9,8,8,10,8,9,9,8,10,8,7,9,7,8,8,10,11,9,9,8,34,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"Asian American","Master’s Degree","No"
"303","R_OOnQvIaC20Wvx3r","5d153b1f40218700189a05df",1,563,4,4,3,3,10,3,3,3,4,11,10,11,1,4,11,9,11,11,9,11,10,11,9,9,10,9,11,9,9,9,11,10,10,7,7,7,9,9,9,9,9,7,10,11,11,9,33,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","High School","Yes"
"304","R_3F5u9rRBEBNEcWO","5f0b7f45bd7f5a0e21a8b561",0.899999976158142,214,3,5,4,4,11,5,3,3,3,10,9,9,1,3,9,7,7,9,7,8,11,8,10,10,7,9,9,9,10,10,9,9,10,9,7,9,9,9,7,10,10,8,10,10,10,8,36,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","Bachelor’s Degree","No"
"305","R_AsrxBDDBFts96wh","5d829da97f572900184a7cb1",1,266,1,5,3,3,10,1,1,1,5,10,9,9,1,1,9,9,10,7,7,7,9,7,9,11,7,7,9,9,11,11,11,11,10,7,9,9,7,9,7,7,11,9,11,11,11,10,39,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,NA,NA,NA,"Latino","Associate’s Degree","No"
"306","R_R4cJmQgMhrxGRNL","65049ef292c42ce18e3abfe7",1,474,4,5,5,5,11,5,4,4,4,10,10,11,1,5,11,8,11,11,10,8,11,10,9,10,9,8,11,10,11,11,11,11,11,7,8,10,8,11,7,10,8,7,11,11,8,11,20,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"east african asian","High School","No"
"307","R_2QrNv4Ab0pccYsi","616f315b5e74ca5b9a1d2ca7",0.899999976158142,375,3,5,5,5,11,3,3,3,5,10,11,10,1,1,10,8,8,10,9,9,11,9,10,11,9,9,9,10,11,10,9,11,10,8,9,9,9,10,9,8,9,8,8,10,11,11,57,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"308","R_2ve4xIelkY1vmug","611ab91a00baa062f55b86d8",1,267,5,5,5,4,11,5,5,5,5,10,8,11,1,1,10,7,8,9,10,11,11,11,10,11,11,10,11,11,11,11,10,11,11,8,8,9,9,11,9,10,10,8,10,11,10,10,23,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"309","R_QaK0PCZh9syQpi1","5f4cd10836de2f02dbab436c",1,276,2,5,5,4,11,5,5,3,5,11,7,10,1,4,11,10,7,8,8,11,11,10,10,11,7,8,11,9,11,11,8,8,11,8,8,10,8,11,7,8,8,8,10,10,10,11,45,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Caucasian","High School","No"
"310","R_W27P4sQrpIKfXZD","62e7f8016a2292e5328824ed",0.800000011920929,326,4,4,3,5,10,3,3,3,2,10,8,10,1,1,9,8,7,11,8,8,10,9,8,10,8,10,11,9,7,7,8,10,8,8,8,7,11,10,8,10,10,7,7,10,7,7,33,"Man",NA,"Yes","Asian or Asian American",NA,NA,"Latine or Hispanic",NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"311","R_1nMBXULrPxRRT2U","55dc915b50a1f7001190ddb4",0.899999976158142,275,5,5,4,4,8,5,5,5,5,11,7,9,1,5,10,11,11,11,11,11,9,11,11,10,10,10,11,11,10,11,11,11,11,11,7,7,11,10,10,8,10,7,7,11,9,10,42,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"312","R_12fHkhZRPEvfESC","5a708ef2f1530b000103bfab",0.899999976158142,209,3,5,5,4,11,5,3,3,5,10,8,11,1,4,9,9,8,9,8,9,11,9,9,10,10,9,11,9,9,11,8,10,10,8,9,10,8,10,7,10,9,9,11,9,9,11,42,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"313","R_1YoMZOC0pUNDMrv","5fc76a415002cb02da36e980",1,427,4,5,5,5,11,4,5,4,5,10,9,11,1,4,11,9,9,10,10,10,10,11,11,10,9,9,11,11,11,11,10,10,11,10,7,7,9,10,10,9,9,9,9,11,9,11,44,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"314","R_1jUHZ2FMiKBeXeC","5666eb928c23a0001188479e",0.899999976158142,484,3,5,5,3,11,3,3,1,5,11,10,11,1,3,10,9,9,9,8,7,11,9,11,10,9,9,9,11,11,9,10,10,9,7,9,10,8,11,9,10,10,8,10,10,10,10,52,"Man",NA,"Yes",NA,NA,"Black or African American","Latine or Hispanic",NA,NA,NA,NA,"i am black and latino","Other option not represented here","No"
"315","R_3KJIvy86ApHNkqU","5ae3a41d32ef52000131a531",0.899999976158142,267,4,5,3,2,11,5,4,4,5,11,8,11,1,5,11,10,11,10,10,10,10,10,10,11,10,10,11,10,11,11,11,11,11,8,8,9,9,11,10,8,8,8,8,10,10,11,25,"Man",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"High School","No"
"316","R_3rJ26IJasVs94In","614ece6fdaa50e12e6f3f98f",0.899999976158142,497,5,5,5,5,11,5,5,4,3,10,7,10,1,5,11,10,10,7,8,8,11,11,10,11,11,10,10,10,10,10,10,10,10,9,10,10,11,11,10,8,8,8,10,11,11,8,35,"Man",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,NA,NA,NA,NA,"Other option not represented here","No"
"317","R_2QzfVHfUeMx2SOC","626f66da6044100d5c238a8c",0.899999976158142,1481,1,4,3,3,10,3,1,1,3,11,9,9,1,2,8,8,7,7,8,7,10,8,9,9,7,8,10,9,11,11,8,9,10,7,10,9,10,9,8,9,9,9,10,11,8,7,29,"Man",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,NA,"Master’s Degree","No"
"318","R_b2vOdunsvnjpegx","63b35e76636a57e9ca3ee861",0.800000011920929,220,1,5,1,3,11,1,1,1,5,9,9,9,1,1,7,7,7,11,7,7,11,7,7,10,9,9,9,9,11,7,10,11,10,7,11,11,7,9,7,9,9,9,11,9,10,9,58,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Associate’s Degree","No"
"319","R_Tw7E37ayFSenylX","65215696fc44e989346f8f50",0.899999976158142,527,4,5,5,5,11,5,5,4,5,7,7,11,1,4,11,11,11,9,10,9,11,10,11,11,11,11,10,11,10,8,9,11,11,7,7,7,9,10,9,8,8,8,11,11,11,10,41,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Associate’s Degree","No"
"320","R_25JhvhetmdCCfUB","615212aaa4b41922e0765736",0.899999976158142,340,2,5,4,5,11,1,4,1,5,10,9,10,1,1,7,7,7,7,7,7,11,7,7,11,9,10,7,9,8,11,7,7,10,11,10,11,7,9,7,9,11,11,11,11,10,11,53,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Associate’s Degree","No"
"321","R_sArslLhVc56oRtD","64136140e1cce438bf993257",1,297,2,5,5,5,11,3,2,2,4,10,9,10,1,1,10,8,7,7,7,7,11,7,9,8,7,7,10,9,10,10,8,8,10,8,8,11,7,9,7,11,11,10,11,11,8,11,33,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"322","R_2TnjFAVksPtnO8P","5bc50c8c4b33560001091793",0.899999976158142,232,3,5,5,5,11,4,4,3,3,9,9,9,1,5,9,10,9,11,10,9,11,10,10,10,9,9,11,10,10,9,9,9,10,10,9,9,10,10,8,10,10,10,9,9,10,10,36,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","High School","No"
"323","R_2zJcfDf4NnodB16","652d461fa15fc7cb72f28e82",1,447,3,5,3,4,8,5,3,3,5,10,9,8,1,2,9,10,9,11,10,10,11,7,9,11,11,11,9,11,11,11,10,11,11,7,10,9,10,10,7,10,11,9,10,10,10,8,51,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"324","R_2BkRr5sL15vkw6l","615beeca7db3d45bf614f674",0.899999976158142,528,4,5,4,4,11,5,4,3,4,10,9,10,1,4,9,9,11,10,9,9,10,10,9,10,9,9,11,11,11,9,10,10,10,9,9,9,9,9,9,9,9,9,9,9,10,10,25,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"325","R_3KpjnMXWaizPrMO","57dd766bbcd7150001ded5de",1,322,4,5,5,3,11,5,3,3,5,11,7,9,1,4,10,9,10,10,10,10,11,10,9,11,8,7,11,11,9,11,11,11,9,10,9,8,11,11,10,8,10,8,9,11,8,11,55,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"326","R_1E3ZOsKYm6wHyn0","5eb342dff78ab11407daf144",0.899999976158142,166,5,5,5,5,11,5,5,4,5,10,9,11,1,3,10,7,7,8,10,7,11,10,9,11,9,10,11,11,11,11,11,11,11,7,8,9,9,11,7,10,9,8,11,10,11,10,23,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"asian","Bachelor’s Degree","No"
"327","R_4HGxiXCkCeph1Id","55884c0dfdf99b4020ba0a1b",0.899999976158142,275,5,5,5,5,11,5,5,5,5,11,7,11,1,4,11,11,8,11,11,11,10,11,11,11,11,9,11,11,11,11,11,11,10,10,7,7,11,11,7,7,7,8,8,11,11,10,41,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","Yes"
"328","R_1GJh7ZQ1IF4NkgN","599323cdf9db7d00018955da",0.899999976158142,304,2,5,4,2,11,4,2,1,5,11,7,10,1,3,10,10,7,8,8,8,11,9,9,11,7,7,10,9,10,10,11,11,10,8,7,9,9,9,7,10,10,8,10,10,7,10,61,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Associate’s Degree","Yes"
"329","R_3oNOE5yblaqzFvX","5a348ea750833c0001ee9550",0.899999976158142,307,5,5,3,3,7,5,4,5,5,11,11,10,1,5,10,9,11,11,11,9,11,10,9,11,11,9,11,10,11,11,10,10,9,9,7,8,10,10,9,11,11,8,8,11,11,10,35,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"non hispanic","Bachelor’s Degree","No"
"330","R_1g6gPy8NtLD20s6","60fd8920ba73375685705aee",0.899999976158142,169,5,5,5,5,11,5,5,5,5,11,7,11,1,NA,11,11,8,9,11,11,10,11,11,11,9,9,11,11,11,11,10,10,11,11,9,7,9,11,9,9,9,7,8,10,9,11,21,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,"Hispanic","High School","No"
"331","R_6Rb4pPlAJOE8yjv","5e90b7d2dc69fd3de27660f3",1,345,5,5,5,5,11,5,5,5,5,11,10,11,1,4,10,7,9,11,11,10,11,11,10,11,11,9,11,11,11,11,11,11,11,7,7,9,11,11,9,7,9,8,7,10,10,11,25,"Man",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Black","High School","No"
"332","R_2TpK9OhSU6tcCrH","62dc6d329a5144ff8b61afb9",1,652,3,4,3,3,9,4,3,3,4,10,9,10,1,3,9,9,8,9,10,9,10,9,11,11,9,10,10,11,9,11,10,10,10,9,8,9,10,9,9,8,8,8,9,10,9,10,36,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","No"
"333","R_R2FkyhkzAlz179L","5ddc75ce41fb3fbe96c48f8b",1,268,4,5,5,5,11,4,5,4,5,11,7,10,1,4,10,7,10,10,8,10,11,9,11,11,11,11,11,10,11,10,10,10,10,7,10,8,7,11,8,8,7,10,10,11,11,11,42,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,"White",NA,NA,"Black","Bachelor’s Degree","No"
"334","R_ODM0SvmxllTCAPT","56d0f57421cd29000a9737e4",0.899999976158142,639,4,5,5,5,11,5,5,4,4,10,9,10,1,4,10,9,9,9,10,9,10,9,11,11,10,10,11,10,11,11,8,10,8,8,9,11,8,11,7,8,9,8,10,10,8,9,39,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"335","R_3r02eVjD6UK52Vc","64543d5ed0c75f8501046ef4",1,584,5,5,5,5,11,5,5,5,5,11,7,11,1,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,7,9,11,9,7,7,8,9,11,11,11,59,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","Master’s Degree","No"
"336","R_ZsolMMha2WDzByp","65030590533e24514c835147",0.899999976158142,166,4,5,5,5,11,4,4,2,5,10,11,11,1,2,7,8,7,11,7,7,10,10,8,11,11,11,11,8,10,10,8,10,8,7,11,10,10,10,8,10,8,10,10,11,7,10,29,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"337","R_9vGd0SDdbRIknux","595fdb459955ee00015bca16",1,406,3,4,3,3,9,4,3,3,5,9,10,10,1,3,10,9,9,10,10,10,9,10,9,10,7,7,10,10,11,11,10,11,10,11,8,7,10,9,9,11,11,7,8,10,10,10,27,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"High School","No"
"338","R_300kEFlpBttRuz6","5ec5a42a646f515ef0e3f68b",1,164,3,4,2,2,8,3,3,2,4,9,10,9,1,4,9,8,9,8,9,9,10,10,9,10,10,9,9,8,10,9,9,8,9,8,10,10,10,10,8,10,9,10,11,10,8,9,26,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"339","R_1A03qpYkWvGdJwR","63cdf894c118ad4f84489c1a",0.100000001490116,872,1,5,4,3,10,4,4,5,5,11,10,10,1,4,11,8,10,10,11,10,10,10,11,11,10,10,10,10,11,10,10,10,10,10,11,8,10,10,10,7,11,8,8,10,11,11,49,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"european white","Bachelor’s Degree","No"
"340","R_2c0z9Gk1QQseACQ","62b08773cf2ee3e1920099c8",1,261,4,5,5,5,11,3,4,4,5,9,10,10,1,2,11,9,8,11,9,7,11,9,9,10,11,11,10,11,9,10,11,11,10,7,9,10,7,10,7,8,9,8,11,8,7,10,42,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"341","R_pMC4gl9Sz300Bvb","59ed2107ae9f950001d848f6",0.800000011920929,312,5,5,5,5,11,5,3,3,5,11,7,9,1,5,11,8,11,11,10,9,10,11,11,11,10,7,11,10,10,11,9,11,11,8,7,10,9,11,8,9,11,8,11,11,10,11,35,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,"White",NA,NA,"Black","High School","No"
"342","R_ritglgTlJkvmSOd","63c3584c5e3d88814d1005ab",0.100000001490116,368,3,5,2,4,10,4,4,3,4,10,8,10,1,3,10,10,10,11,8,9,10,9,10,10,10,8,10,10,8,10,10,10,10,9,10,10,8,9,8,8,7,8,10,10,10,10,37,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"African American","Bachelor’s Degree","No"
"343","R_2xV4EOVGz0lFcby","633fadee5fc02d5c5e7c8eec",0.899999976158142,563,5,5,3,3,9,5,5,3,5,9,11,9,1,2,9,9,9,9,9,9,11,11,11,9,8,9,11,11,11,11,9,11,9,8,11,9,9,9,8,9,11,9,11,9,9,11,35,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Straight","Master’s Degree","No"
"344","R_OqY6rirbe68ofGp","5c9bc47135cde70001837b95",1,282,5,5,5,5,10,5,5,4,4,11,7,11,1,3,10,11,10,11,11,11,9,11,11,10,11,10,10,11,9,10,11,11,11,10,7,7,10,10,11,8,10,7,9,11,NA,11,33,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,"White/Latina","High School","No"
"345","R_2CJKpy4nqWckZQC","5cfd3d9cd0e99c0016baf6c8",1,587,5,5,4,4,11,4,4,3,5,11,8,10,1,4,9,9,9,9,8,11,11,9,11,11,11,10,11,11,10,11,11,11,11,9,8,9,9,9,9,9,9,8,10,11,10,10,26,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,"Hispanic","Master’s Degree","No"
"346","R_3ikaf4uLWrnWkBc","5fbc56c0293d73121cdc1eb5",0.800000011920929,1044,1,1,3,4,10,1,1,1,3,9,8,10,1,1,7,7,7,7,7,7,10,7,7,11,7,7,7,7,11,10,7,8,10,7,11,11,7,9,7,11,11,10,11,10,7,9,29,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"347","R_2BznVW6LaxW63LD","63d404714ce0efcd04fe331f",1,426,2,5,4,3,10,4,4,4,4,10,10,10,1,2,10,8,7,10,9,10,10,9,9,10,10,10,10,9,10,10,10,10,10,8,9,9,9,10,8,10,10,9,10,10,10,10,41,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"Asian","Bachelor’s Degree","No"
"348","R_1QLSX9siNpLK9GT","55cb7ae1fdf99b3c26ae4c6d",1,375,4,4,5,5,11,5,4,4,1,10,10,10,1,4,11,9,11,11,10,10,10,10,10,10,10,10,10,10,10,11,8,8,10,10,9,8,10,10,10,10,10,10,8,10,10,10,26,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Caucasian","High School","No"
"349","R_usTlIlzsBS5YYYp","6020791e00b8c16be60521e5",0.899999976158142,407,3,5,5,5,11,5,3,4,5,9,11,11,1,3,10,7,7,9,9,7,11,11,11,10,9,9,11,11,9,11,11,11,11,8,7,7,9,10,9,11,9,7,9,11,9,11,22,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"indian","High School","Yes"
"350","R_Op1NP0P6anDoD2p","642afac2903519e138358107",1,267,5,5,5,5,11,5,5,5,5,11,10,11,1,5,11,10,10,10,11,11,10,10,10,8,10,11,10,11,11,11,10,11,11,10,8,8,10,10,9,10,10,8,8,11,11,11,24,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
